sample,condition
ENSG00000227376,tumor
ENSG00000255409,tumor
ENSG00000219529,tumor
ENSG00000087884,tumor
ENSG00000254459,tumor
ENSG00000254691,tumor
ENSG00000255449,tumor
ENSG00000241782,tumor
ENSG00000149262,tumor
ENSG00000255115,tumor
ENSG00000254829,tumor
ENSG00000151364,tumor
ENSG00000259112,tumor
ENSG00000254675,tumor
ENSG00000151365,tumor
ENSG00000151366,tumor
ENSG00000159063,tumor
ENSG00000252494,tumor
ENSG00000246174,tumor
ENSG00000188997,tumor
ENSG00000118369,tumor
ENSG00000033327,tumor
ENSG00000288538,tumor
ENSG00000288853,tumor
ENSG00000254420,tumor
ENSG00000288393,tumor
ENSG00000254649,tumor
ENSG00000251323,tumor
ENSG00000137513,tumor
ENSG00000255084,tumor
ENSG00000252033,tumor
ENSG00000254697,tumor
ENSG00000149256,tumor
ENSG00000254563,tumor
ENSG00000255345,tumor
ENSG00000254885,tumor
ENSG00000211997,tumor
ENSG00000266570,tumor
ENSG00000255209,tumor
ENSG00000279295,tumor
ENSG00000254471,tumor
ENSG00000254434,tumor
ENSG00000200146,tumor
ENSG00000255014,tumor
ENSG00000255178,tumor
ENSG00000254437,tumor
ENSG00000285568,tumor
ENSG00000287912,tumor
ENSG00000254747,tumor
ENSG00000255316,tumor
ENSG00000245832,tumor
ENSG00000270701,tumor
ENSG00000264110,tumor
ENSG00000254511,tumor
ENSG00000255246,tumor
ENSG00000227097,tumor
ENSG00000182103,tumor
ENSG00000255382,tumor
ENSG00000255063,tumor
ENSG00000137509,tumor
ENSG00000254441,tumor
ENSG00000165490,tumor
ENSG00000242279,tumor
ENSG00000254698,tumor
ENSG00000137502,tumor
ENSG00000254522,tumor
ENSG00000207221,tumor
ENSG00000246067,tumor
ENSG00000255503,tumor
ENSG00000279900,tumor
ENSG00000255010,tumor
ENSG00000254965,tumor
ENSG00000255051,tumor
ENSG00000165494,tumor
ENSG00000254676,tumor
ENSG00000247137,tumor
ENSG00000269939,tumor
ENSG00000137494,tumor
ENSG00000255541,tumor
ENSG00000254551,tumor
ENSG00000241020,tumor
ENSG00000137500,tumor
ENSG00000255234,tumor
ENSG00000255003,tumor
ENSG00000274004,tumor
ENSG00000150672,tumor
ENSG00000255311,tumor
ENSG00000254629,tumor
ENSG00000250257,tumor
ENSG00000254713,tumor
ENSG00000240174,tumor
ENSG00000254787,tumor
ENSG00000274006,tumor
ENSG00000276179,tumor
ENSG00000255555,tumor
ENSG00000255396,tumor
ENSG00000213305,tumor
ENSG00000254684,tumor
ENSG00000254897,tumor
ENSG00000206583,tumor
ENSG00000171204,tumor
ENSG00000171202,tumor
ENSG00000137504,tumor
ENSG00000179071,tumor
ENSG00000137501,tumor
ENSG00000279742,tumor
ENSG00000150676,tumor
ENSG00000255005,tumor
ENSG00000254479,tumor
ENSG00000073921,tumor
ENSG00000200877,tumor
ENSG00000254699,tumor
ENSG00000254502,tumor
ENSG00000074266,tumor
ENSG00000276669,tumor
ENSG00000288809,tumor
ENSG00000283744,tumor
ENSG00000254783,tumor
ENSG00000255222,tumor
ENSG00000149196,tumor
ENSG00000239856,tumor
ENSG00000149201,tumor
ENSG00000254733,tumor
ENSG00000254727,tumor
ENSG00000278989,tumor
ENSG00000151376,tumor
ENSG00000254731,tumor
ENSG00000255250,tumor
ENSG00000150687,tumor
ENSG00000271318,tumor
ENSG00000197882,tumor
ENSG00000269895,tumor
ENSG00000255203,tumor
ENSG00000255471,tumor
ENSG00000280339,tumor
ENSG00000174804,tumor
ENSG00000246523,tumor
ENSG00000254748,tumor
ENSG00000166575,tumor
ENSG00000254843,tumor
ENSG00000279836,tumor
ENSG00000213287,tumor
ENSG00000270510,tumor
ENSG00000254582,tumor
ENSG00000255391,tumor
ENSG00000279701,tumor
ENSG00000278929,tumor
ENSG00000223015,tumor
ENSG00000283412,tumor
ENSG00000255183,tumor
ENSG00000279341,tumor
ENSG00000254650,tumor
ENSG00000255022,tumor
ENSG00000279793,tumor
ENSG00000285835,tumor
ENSG00000280307,tumor
ENSG00000254794,tumor
ENSG00000255516,tumor
ENSG00000255102,tumor
ENSG00000255241,tumor
ENSG00000206690,tumor
ENSG00000123892,tumor
ENSG00000279733,tumor
ENSG00000266581,tumor
ENSG00000109861,tumor
ENSG00000288018,tumor
ENSG00000249489,tumor
ENSG00000255082,tumor
ENSG00000168959,tumor
ENSG00000207113,tumor
ENSG00000077498,tumor
ENSG00000197692,tumor
ENSG00000279297,tumor
ENSG00000279603,tumor
ENSG00000086991,tumor
ENSG00000255295,tumor
ENSG00000279248,tumor
ENSG00000279697,tumor
ENSG00000255429,tumor
ENSG00000279045,tumor
ENSG00000279056,tumor
ENSG00000280201,tumor
ENSG00000134612,tumor
ENSG00000290503,tumor
ENSG00000255385,tumor
ENSG00000279163,tumor
ENSG00000214414,tumor
ENSG00000255486,tumor
ENSG00000255540,tumor
ENSG00000234376,tumor
ENSG00000254971,tumor
ENSG00000255170,tumor
ENSG00000204456,tumor
ENSG00000254751,tumor
ENSG00000290492,tumor
ENSG00000255162,tumor
ENSG00000255285,tumor
ENSG00000168930,tumor
ENSG00000250946,tumor
ENSG00000166013,tumor
ENSG00000204455,tumor
ENSG00000254558,tumor
ENSG00000189253,tumor
ENSG00000255235,tumor
ENSG00000254617,tumor
ENSG00000254785,tumor
ENSG00000255055,tumor
ENSG00000223417,tumor
ENSG00000233802,tumor
ENSG00000254818,tumor
ENSG00000278837,tumor
ENSG00000255360,tumor
ENSG00000254655,tumor
ENSG00000204450,tumor
ENSG00000255305,tumor
ENSG00000237706,tumor
ENSG00000225581,tumor
ENSG00000255184,tumor
ENSG00000204449,tumor
ENSG00000254803,tumor
ENSG00000254916,tumor
ENSG00000223709,tumor
ENSG00000255011,tumor
ENSG00000254888,tumor
ENSG00000255009,tumor
ENSG00000254436,tumor
ENSG00000286665,tumor
ENSG00000207299,tumor
ENSG00000279299,tumor
ENSG00000077616,tumor
ENSG00000280385,tumor
ENSG00000110172,tumor
ENSG00000280367,tumor
ENSG00000261645,tumor
ENSG00000214391,tumor
ENSG00000266703,tumor
ENSG00000280430,tumor
ENSG00000221586,tumor
ENSG00000280085,tumor
ENSG00000279209,tumor
ENSG00000279438,tumor
ENSG00000254677,tumor
ENSG00000255070,tumor
ENSG00000255187,tumor
ENSG00000280124,tumor
ENSG00000278980,tumor
ENSG00000280093,tumor
ENSG00000255332,tumor
ENSG00000254961,tumor
ENSG00000278859,tumor
ENSG00000242248,tumor
ENSG00000165323,tumor
ENSG00000235547,tumor
ENSG00000249255,tumor
ENSG00000254705,tumor
ENSG00000244244,tumor
ENSG00000255506,tumor
ENSG00000282916,tumor
ENSG00000255127,tumor
ENSG00000290774,tumor
ENSG00000255287,tumor
ENSG00000254874,tumor
ENSG00000134640,tumor
ENSG00000242807,tumor
ENSG00000278892,tumor
ENSG00000279304,tumor
ENSG00000180773,tumor
ENSG00000255445,tumor
ENSG00000280379,tumor
ENSG00000279269,tumor
ENSG00000233737,tumor
ENSG00000255233,tumor
ENSG00000279684,tumor
ENSG00000165325,tumor
ENSG00000166002,tumor
ENSG00000234106,tumor
ENSG00000240202,tumor
ENSG00000279454,tumor
ENSG00000278953,tumor
ENSG00000255515,tumor
ENSG00000166004,tumor
ENSG00000199875,tumor
ENSG00000254911,tumor
ENSG00000275146,tumor
ENSG00000273885,tumor
ENSG00000279696,tumor
ENSG00000166012,tumor
ENSG00000207112,tumor
ENSG00000206799,tumor
ENSG00000202314,tumor
ENSG00000206834,tumor
ENSG00000207304,tumor
ENSG00000239195,tumor
ENSG00000207145,tumor
ENSG00000284458,tumor
ENSG00000210825,tumor
ENSG00000182919,tumor
ENSG00000284057,tumor
ENSG00000042429,tumor
ENSG00000214376,tumor
ENSG00000206911,tumor
ENSG00000255995,tumor
ENSG00000256752,tumor
ENSG00000181333,tumor
ENSG00000227593,tumor
ENSG00000110218,tumor
ENSG00000250519,tumor
ENSG00000256745,tumor
ENSG00000183560,tumor
ENSG00000123901,tumor
ENSG00000020922,tumor
ENSG00000221230,tumor
ENSG00000255893,tumor
ENSG00000168876,tumor
ENSG00000257057,tumor
ENSG00000134627,tumor
ENSG00000196371,tumor
ENSG00000255929,tumor
ENSG00000280167,tumor
ENSG00000233536,tumor
ENSG00000255666,tumor
ENSG00000288789,tumor
ENSG00000166025,tumor
ENSG00000256469,tumor
ENSG00000213368,tumor
ENSG00000150316,tumor
ENSG00000186280,tumor
ENSG00000255653,tumor
ENSG00000235268,tumor
ENSG00000274486,tumor
ENSG00000256779,tumor
ENSG00000257012,tumor
ENSG00000255855,tumor
ENSG00000277984,tumor
ENSG00000263465,tumor
ENSG00000149218,tumor
ENSG00000270689,tumor
ENSG00000270578,tumor
ENSG00000245552,tumor
ENSG00000149212,tumor
ENSG00000282834,tumor
ENSG00000250390,tumor
ENSG00000285842,tumor
ENSG00000255605,tumor
ENSG00000273600,tumor
ENSG00000077458,tumor
ENSG00000166037,tumor
ENSG00000087053,tumor
ENSG00000222578,tumor
ENSG00000242993,tumor
ENSG00000184384,tumor
ENSG00000285921,tumor
ENSG00000266192,tumor
ENSG00000149231,tumor
ENSG00000183340,tumor
ENSG00000255679,tumor
ENSG00000200411,tumor
ENSG00000256684,tumor
ENSG00000254587,tumor
ENSG00000255376,tumor
ENSG00000255205,tumor
ENSG00000270753,tumor
ENSG00000255039,tumor
ENSG00000199315,tumor
ENSG00000255502,tumor
ENSG00000254555,tumor
ENSG00000255380,tumor
ENSG00000254939,tumor
ENSG00000254599,tumor
ENSG00000254830,tumor
ENSG00000149972,tumor
ENSG00000223269,tumor
ENSG00000255547,tumor
ENSG00000242165,tumor
ENSG00000255059,tumor
ENSG00000248027,tumor
ENSG00000165895,tumor
ENSG00000200047,tumor
ENSG00000082175,tumor
ENSG00000282728,tumor
ENSG00000255504,tumor
ENSG00000137672,tumor
ENSG00000263885,tumor
ENSG00000254506,tumor
ENSG00000254534,tumor
ENSG00000187151,tumor
ENSG00000110318,tumor
ENSG00000137691,tumor
ENSG00000274097,tumor
ENSG00000260008,tumor
ENSG00000277459,tumor
ENSG00000137693,tumor
ENSG00000254422,tumor
ENSG00000243777,tumor
ENSG00000270868,tumor
ENSG00000271600,tumor
ENSG00000212466,tumor
ENSG00000288528,tumor
ENSG00000023445,tumor
ENSG00000288833,tumor
ENSG00000110330,tumor
ENSG00000152558,tumor
ENSG00000255337,tumor
ENSG00000255482,tumor
ENSG00000137673,tumor
ENSG00000137674,tumor
ENSG00000256916,tumor
ENSG00000281655,tumor
ENSG00000137675,tumor
ENSG00000118113,tumor
ENSG00000255282,tumor
ENSG00000225678,tumor
ENSG00000290773,tumor
ENSG00000256254,tumor
ENSG00000166670,tumor
ENSG00000196611,tumor
ENSG00000256035,tumor
ENSG00000149968,tumor
ENSG00000262406,tumor
ENSG00000255469,tumor
ENSG00000238562,tumor
ENSG00000137745,tumor
ENSG00000276521,tumor
ENSG00000239861,tumor
ENSG00000137692,tumor
ENSG00000260966,tumor
ENSG00000187240,tumor
ENSG00000285878,tumor
ENSG00000254895,tumor
ENSG00000254931,tumor
ENSG00000255417,tumor
ENSG00000255350,tumor
ENSG00000254565,tumor
ENSG00000253245,tumor
ENSG00000254824,tumor
ENSG00000254987,tumor
ENSG00000264200,tumor
ENSG00000170962,tumor
ENSG00000255548,tumor
ENSG00000170967,tumor
ENSG00000280773,tumor
ENSG00000256422,tumor
ENSG00000270449,tumor
ENSG00000254569,tumor
ENSG00000204403,tumor
ENSG00000291173,tumor
ENSG00000235505,tumor
ENSG00000196954,tumor
ENSG00000284715,tumor
ENSG00000137757,tumor
ENSG00000137752,tumor
ENSG00000204397,tumor
ENSG00000288255,tumor
ENSG00000254750,tumor
ENSG00000290797,tumor
ENSG00000255221,tumor
ENSG00000255430,tumor
ENSG00000255501,tumor
ENSG00000289383,tumor
ENSG00000254767,tumor
ENSG00000255336,tumor
ENSG00000278640,tumor
ENSG00000152578,tumor
ENSG00000255403,tumor
ENSG00000222663,tumor
ENSG00000252081,tumor
ENSG00000285813,tumor
ENSG00000170903,tumor
ENSG00000182359,tumor
ENSG00000149313,tumor
ENSG00000254433,tumor
ENSG00000287846,tumor
ENSG00000254580,tumor
ENSG00000286345,tumor
ENSG00000290498,tumor
ENSG00000254811,tumor
ENSG00000255065,tumor
ENSG00000287802,tumor
ENSG00000289232,tumor
ENSG00000152402,tumor
ENSG00000274584,tumor
ENSG00000213252,tumor
ENSG00000255353,tumor
ENSG00000261098,tumor
ENSG00000152404,tumor
ENSG00000225215,tumor
ENSG00000137760,tumor
ENSG00000270969,tumor
ENSG00000110675,tumor
ENSG00000255483,tumor
ENSG00000254758,tumor
ENSG00000170290,tumor
ENSG00000254702,tumor
ENSG00000110660,tumor
ENSG00000240652,tumor
ENSG00000179331,tumor
ENSG00000288012,tumor
ENSG00000166266,tumor
ENSG00000200855,tumor
ENSG00000255467,tumor
ENSG00000075239,tumor
ENSG00000285696,tumor
ENSG00000149308,tumor
ENSG00000149311,tumor
ENSG00000206967,tumor
ENSG00000166323,tumor
ENSG00000178202,tumor
ENSG00000110723,tumor
ENSG00000178105,tumor
ENSG00000240698,tumor
ENSG00000254730,tumor
ENSG00000255379,tumor
ENSG00000203334,tumor
ENSG00000255528,tumor
ENSG00000201243,tumor
ENSG00000200613,tumor
ENSG00000264997,tumor
ENSG00000255028,tumor
ENSG00000185742,tumor
ENSG00000254890,tumor
ENSG00000254482,tumor
ENSG00000254659,tumor
ENSG00000289465,tumor
ENSG00000137710,tumor
ENSG00000254798,tumor
ENSG00000287245,tumor
ENSG00000224776,tumor
ENSG00000270423,tumor
ENSG00000255210,tumor
ENSG00000149289,tumor
ENSG00000290078,tumor
ENSG00000254416,tumor
ENSG00000137714,tumor
ENSG00000137727,tumor
ENSG00000233497,tumor
ENSG00000255149,tumor
ENSG00000287556,tumor
ENSG00000200168,tumor
ENSG00000271390,tumor
ENSG00000271584,tumor
ENSG00000287028,tumor
ENSG00000239354,tumor
ENSG00000270202,tumor
ENSG00000150750,tumor
ENSG00000196167,tumor
ENSG00000214290,tumor
ENSG00000288097,tumor
ENSG00000264032,tumor
ENSG00000110777,tumor
ENSG00000253099,tumor
ENSG00000255428,tumor
ENSG00000255093,tumor
ENSG00000137707,tumor
ENSG00000286028,tumor
ENSG00000207811,tumor
ENSG00000207562,tumor
ENSG00000254980,tumor
ENSG00000183644,tumor
ENSG00000204381,tumor
ENSG00000170145,tumor
ENSG00000235286,tumor
ENSG00000223324,tumor
ENSG00000137713,tumor
ENSG00000254990,tumor
ENSG00000086848,tumor
ENSG00000258529,tumor
ENSG00000254450,tumor
ENSG00000254949,tumor
ENSG00000255561,tumor
ENSG00000137720,tumor
ENSG00000176343,tumor
ENSG00000109846,tumor
ENSG00000170276,tumor
ENSG00000254445,tumor
ENSG00000149300,tumor
ENSG00000150764,tumor
ENSG00000238965,tumor
ENSG00000255286,tumor
ENSG00000255334,tumor
ENSG00000150768,tumor
ENSG00000230911,tumor
ENSG00000238444,tumor
ENSG00000271025,tumor
ENSG00000150773,tumor
ENSG00000150776,tumor
ENSG00000150779,tumor
ENSG00000204370,tumor
ENSG00000255292,tumor
ENSG00000150782,tumor
ENSG00000254638,tumor
ENSG00000150783,tumor
ENSG00000197580,tumor
ENSG00000214264,tumor
ENSG00000255231,tumor
ENSG00000243930,tumor
ENSG00000150787,tumor
ENSG00000243250,tumor
ENSG00000188771,tumor
ENSG00000268472,tumor
ENSG00000213234,tumor
ENSG00000250303,tumor
ENSG00000206772,tumor
ENSG00000254968,tumor
ENSG00000213233,tumor
ENSG00000255484,tumor
ENSG00000212397,tumor
ENSG00000285769,tumor
ENSG00000287006,tumor
ENSG00000254626,tumor
ENSG00000288070,tumor
ENSG00000247416,tumor
ENSG00000149294,tumor
ENSG00000238998,tumor
ENSG00000227487,tumor
ENSG00000255129,tumor
ENSG00000149292,tumor
ENSG00000270179,tumor
ENSG00000170209,tumor
ENSG00000256757,tumor
ENSG00000149295,tumor
ENSG00000265140,tumor
ENSG00000166682,tumor
ENSG00000256091,tumor
ENSG00000086827,tumor
ENSG00000243353,tumor
ENSG00000257070,tumor
ENSG00000256603,tumor
ENSG00000228607,tumor
ENSG00000256167,tumor
ENSG00000255870,tumor
ENSG00000257101,tumor
ENSG00000048028,tumor
ENSG00000256452,tumor
ENSG00000255710,tumor
ENSG00000201687,tumor
ENSG00000149305,tumor
ENSG00000166736,tumor
ENSG00000289230,tumor
ENSG00000109906,tumor
ENSG00000286463,tumor
ENSG00000256947,tumor
ENSG00000166741,tumor
ENSG00000256195,tumor
ENSG00000180425,tumor
ENSG00000076053,tumor
ENSG00000255663,tumor
ENSG00000076043,tumor
ENSG00000256533,tumor
ENSG00000255982,tumor
ENSG00000270204,tumor
ENSG00000095110,tumor
ENSG00000238724,tumor
ENSG00000137634,tumor
ENSG00000256674,tumor
ENSG00000204361,tumor
ENSG00000252870,tumor
ENSG00000182985,tumor
ENSG00000287897,tumor
ENSG00000256972,tumor
ENSG00000255580,tumor
ENSG00000256315,tumor
ENSG00000256281,tumor
ENSG00000257087,tumor
ENSG00000255903,tumor
ENSG00000255689,tumor
ENSG00000239153,tumor
ENSG00000255599,tumor
ENSG00000260254,tumor
ENSG00000279771,tumor
ENSG00000256717,tumor
ENSG00000279818,tumor
ENSG00000288020,tumor
ENSG00000246100,tumor
ENSG00000257067,tumor
ENSG00000244259,tumor
ENSG00000239600,tumor
ENSG00000236437,tumor
ENSG00000278945,tumor
ENSG00000237937,tumor
ENSG00000137656,tumor
ENSG00000226645,tumor
ENSG00000109917,tumor
ENSG00000110243,tumor
ENSG00000236267,tumor
ENSG00000285513,tumor
ENSG00000110244,tumor
ENSG00000110245,tumor
ENSG00000118137,tumor
ENSG00000235910,tumor
ENSG00000160584,tumor
ENSG00000200537,tumor
ENSG00000234268,tumor
ENSG00000224077,tumor
ENSG00000225236,tumor
ENSG00000254851,tumor
ENSG00000254678,tumor
ENSG00000168092,tumor
ENSG00000149577,tumor
ENSG00000149591,tumor
ENSG00000160613,tumor
ENSG00000280143,tumor
ENSG00000167257,tumor
ENSG00000252992,tumor
ENSG00000186318,tumor
ENSG00000278768,tumor
ENSG00000276505,tumor
ENSG00000110274,tumor
ENSG00000250699,tumor
ENSG00000271412,tumor
ENSG00000177103,tumor
ENSG00000279586,tumor
ENSG00000270403,tumor
ENSG00000137731,tumor
ENSG00000254844,tumor
ENSG00000255245,tumor
ENSG00000254528,tumor
ENSG00000137726,tumor
ENSG00000137747,tumor
ENSG00000110324,tumor
ENSG00000255274,tumor
ENSG00000272075,tumor
ENSG00000137648,tumor
ENSG00000177098,tumor
ENSG00000149575,tumor
ENSG00000160593,tumor
ENSG00000255163,tumor
ENSG00000160588,tumor
ENSG00000149573,tumor
ENSG00000280032,tumor
ENSG00000198851,tumor
ENSG00000254992,tumor
ENSG00000167286,tumor
ENSG00000160654,tumor
ENSG00000110344,tumor
ENSG00000254873,tumor
ENSG00000167283,tumor
ENSG00000285827,tumor
ENSG00000269944,tumor
ENSG00000255384,tumor
ENSG00000118058,tumor
ENSG00000255435,tumor
ENSG00000172425,tumor
ENSG00000149582,tumor
ENSG00000118096,tumor
ENSG00000243431,tumor
ENSG00000095139,tumor
ENSG00000207185,tumor
ENSG00000019144,tumor
ENSG00000255176,tumor
ENSG00000284246,tumor
ENSG00000118094,tumor
ENSG00000255239,tumor
ENSG00000255422,tumor
ENSG00000207462,tumor
ENSG00000287238,tumor
ENSG00000110367,tumor
ENSG00000278376,tumor
ENSG00000254478,tumor
ENSG00000254621,tumor
ENSG00000201535,tumor
ENSG00000160683,tumor
ENSG00000245869,tumor
ENSG00000186174,tumor
ENSG00000264211,tumor
ENSG00000110375,tumor
ENSG00000239726,tumor
ENSG00000222529,tumor
ENSG00000176302,tumor
ENSG00000280502,tumor
ENSG00000283691,tumor
ENSG00000255121,tumor
ENSG00000186166,tumor
ENSG00000240970,tumor
ENSG00000254428,tumor
ENSG00000254909,tumor
ENSG00000118181,tumor
ENSG00000196655,tumor
ENSG00000283704,tumor
ENSG00000137700,tumor
ENSG00000255114,tumor
ENSG00000149428,tumor
ENSG00000271751,tumor
ENSG00000272186,tumor
ENSG00000160695,tumor
ENSG00000256269,tumor
ENSG00000188486,tumor
ENSG00000172269,tumor
ENSG00000289124,tumor
ENSG00000172375,tumor
ENSG00000172273,tumor
ENSG00000172350,tumor
ENSG00000160703,tumor
ENSG00000172367,tumor
ENSG00000248712,tumor
ENSG00000110395,tumor
ENSG00000222249,tumor
ENSG00000076706,tumor
ENSG00000284148,tumor
ENSG00000252119,tumor
ENSG00000173456,tumor
ENSG00000245385,tumor
ENSG00000223953,tumor
ENSG00000235718,tumor
ENSG00000036672,tumor
ENSG00000245248,tumor
ENSG00000254590,tumor
ENSG00000254892,tumor
ENSG00000154096,tumor
ENSG00000263873,tumor
ENSG00000255377,tumor
ENSG00000289553,tumor
ENSG00000230716,tumor
ENSG00000110400,tumor
ENSG00000199217,tumor
ENSG00000255247,tumor
ENSG00000254854,tumor
ENSG00000254406,tumor
ENSG00000287545,tumor
ENSG00000288047,tumor
ENSG00000286992,tumor
ENSG00000254863,tumor
ENSG00000255216,tumor
ENSG00000286731,tumor
ENSG00000137699,tumor
ENSG00000176984,tumor
ENSG00000184232,tumor
ENSG00000137709,tumor
ENSG00000259541,tumor
ENSG00000181264,tumor
ENSG00000196914,tumor
ENSG00000274303,tumor
ENSG00000149403,tumor
ENSG00000255006,tumor
ENSG00000250493,tumor
ENSG00000254735,tumor
ENSG00000154114,tumor
ENSG00000285509,tumor
ENSG00000109927,tumor
ENSG00000254515,tumor
ENSG00000244400,tumor
ENSG00000109929,tumor
ENSG00000232460,tumor
ENSG00000289391,tumor
ENSG00000271022,tumor
ENSG00000246790,tumor
ENSG00000137642,tumor
ENSG00000286044,tumor
ENSG00000286023,tumor
ENSG00000252556,tumor
ENSG00000286497,tumor
ENSG00000255248,tumor
ENSG00000207971,tumor
ENSG00000259571,tumor
ENSG00000198975,tumor
ENSG00000207994,tumor
ENSG00000255015,tumor
ENSG00000255219,tumor
ENSG00000252776,tumor
ENSG00000253035,tumor
ENSG00000223265,tumor
ENSG00000254572,tumor
ENSG00000254935,tumor
ENSG00000154127,tumor
ENSG00000286341,tumor
ENSG00000239079,tumor
ENSG00000285909,tumor
ENSG00000109943,tumor
ENSG00000109944,tumor
ENSG00000199709,tumor
ENSG00000254944,tumor
ENSG00000188909,tumor
ENSG00000213184,tumor
ENSG00000243669,tumor
ENSG00000244641,tumor
ENSG00000233541,tumor
ENSG00000109971,tumor
ENSG00000200879,tumor
ENSG00000207118,tumor
ENSG00000202252,tumor
ENSG00000288061,tumor
ENSG00000166250,tumor
ENSG00000255342,tumor
ENSG00000254710,tumor
ENSG00000200496,tumor
ENSG00000254823,tumor
ENSG00000254407,tumor
ENSG00000023171,tumor
ENSG00000265357,tumor
ENSG00000254449,tumor
ENSG00000166257,tumor
ENSG00000254467,tumor
ENSG00000166261,tumor
ENSG00000290080,tumor
ENSG00000221931,tumor
ENSG00000200197,tumor
ENSG00000196099,tumor
ENSG00000290781,tumor
ENSG00000254613,tumor
ENSG00000254430,tumor
ENSG00000204300,tumor
ENSG00000181518,tumor
ENSG00000171014,tumor
ENSG00000181499,tumor
ENSG00000196248,tumor
ENSG00000198674,tumor
ENSG00000226461,tumor
ENSG00000254737,tumor
ENSG00000236981,tumor
ENSG00000234560,tumor
ENSG00000182634,tumor
ENSG00000213182,tumor
ENSG00000186268,tumor
ENSG00000290668,tumor
ENSG00000213181,tumor
ENSG00000110002,tumor
ENSG00000196403,tumor
ENSG00000197309,tumor
ENSG00000239426,tumor
ENSG00000255425,tumor
ENSG00000181214,tumor
ENSG00000276316,tumor
ENSG00000197849,tumor
ENSG00000255298,tumor
ENSG00000255116,tumor
ENSG00000196341,tumor
ENSG00000279116,tumor
ENSG00000254976,tumor
ENSG00000255225,tumor
ENSG00000255030,tumor
ENSG00000290694,tumor
ENSG00000227737,tumor
ENSG00000229254,tumor
ENSG00000284680,tumor
ENSG00000284609,tumor
ENSG00000255048,tumor
ENSG00000285561,tumor
ENSG00000280090,tumor
ENSG00000197125,tumor
ENSG00000255510,tumor
ENSG00000290695,tumor
ENSG00000229386,tumor
ENSG00000254646,tumor
ENSG00000255315,tumor
ENSG00000254937,tumor
ENSG00000170953,tumor
ENSG00000196119,tumor
ENSG00000255341,tumor
ENSG00000154143,tumor
ENSG00000154144,tumor
ENSG00000110013,tumor
ENSG00000200278,tumor
ENSG00000064199,tumor
ENSG00000154146,tumor
ENSG00000255045,tumor
ENSG00000019102,tumor
ENSG00000149564,tumor
ENSG00000250073,tumor
ENSG00000120458,tumor
ENSG00000279342,tumor
ENSG00000254509,tumor
ENSG00000245498,tumor
ENSG00000254941,tumor
ENSG00000154134,tumor
ENSG00000254568,tumor
ENSG00000154133,tumor
ENSG00000254943,tumor
ENSG00000165478,tumor
ENSG00000221932,tumor
ENSG00000285825,tumor
ENSG00000149548,tumor
